Radius,Mass,SolarMass,Comments
25.4,2.0236212262985466e+28,0.010174063480636231,
25.2,2.154540271858222e+28,0.010832278893203729,m_chi = 1500 MeV
25.0,2.2899586763964074e+28,0.011513115517327336,
24.8,2.4299522358665455e+28,0.012216954428690524,m_mu = 12 MeV
24.6,2.574587040809135e+28,0.012944127907537128,
24.4,2.723919912304197e+28,0.01369492163048867,alpha = 0.001
24.2,2.878032430628957e+28,0.014469745754796164,
24.0,3.036985412194185e+28,0.015268906044214102,
23.8,3.200861563308801e+28,0.016092818317289093,
23.6,3.3696932997329343e+28,0.01694164554918519,
23.5,3.546359577207121e+28,0.017829862127738162,
23.3,3.7252876290165622e+28,0.018729450120746918,
23.1,3.9094837838319372e+28,0.019655524302825224,
23.0,4.10152327657029e+28,0.02062103205917692,
22.8,4.296198994926677e+28,0.02159979384075755,
22.6,4.49625398482702e+28,0.022605600728139864,
22.5,4.704263027930909e+28,0.023651397827706932,
22.4,4.917717990337175e+28,0.024724575114817366,
22.2,5.13426919865806e+28,0.02581331924916068,
22.1,5.358839998741718e+28,0.02694238310076278,
21.9,5.586620661814878e+28,0.028087585026721356,
21.8,5.822472720849415e+28,0.029273367123425917,
21.7,6.0641730867008455e+28,0.03048855247210078,
21.5,6.3093154295439335e+28,0.03172104288357935,
21.4,6.562691985074702e+28,0.03299493205165762,
21.3,6.8219733086033575e+28,0.03429850833888063,
21.2,7.087197165642746e+28,0.03563196161710782,
21.1,7.358446798666925e+28,0.036995710400537576,
21.0,7.635831240824397e+28,0.03839030286990647,
20.9,7.919319264822294e+28,0.039815582025250346,
20.7,8.206830816264074e+28,0.04126109007674245,
20.6,8.502804541644498e+28,0.0427491429946933,
20.5,8.805031845761003e+28,0.04426863673082455,
20.4,9.113578552746824e+28,0.04581990222597699,
20.3,9.428518983103238e+28,0.04740331313777394,
20.2,9.749870006622762e+28,0.04901895428166295,
20.2,1.0079699706295332e+29,0.050677223259403374,
20.1,1.041389909902362e+29,0.052357461533552634,
20.0,1.075489596814351e+29,0.054071875154064905,
19.9,1.1102398614222522e+29,0.05581899755767985,
19.8,1.1456585030164428e+29,0.05759972363079149,
19.7,1.181737904242252e+29,0.05941367039930879,
19.6,1.2184775986365123e+29,0.061260814411086585,
19.6,1.2560970414168427e+29,0.06315218911095237,
19.5,1.2942150541550974e+29,0.06506863017371027,
19.4,1.3330062909248017e+29,0.06701891859853201,
19.3,1.3724632190929659e+29,0.0690026756708379,
19.2,1.4126407459875535e+29,0.07102266194004793,
19.2,1.4536861957204817e+29,0.0730862843499488,
19.1,1.495227102358446e+29,0.0751748166092733,
19.0,1.537472726810378e+29,0.0772987796284755,
18.9,1.58043654978549e+29,0.07945885117071341,
18.9,1.6242563985442067e+29,0.0816619607111215,
18.8,1.668615371591083e+29,0.08389217554505192,
18.7,1.7136988580181563e+29,0.08615881639105863,
18.7,1.759629243029499e+29,0.0884680363514077,
18.6,1.806134425437971e+29,0.09080615512508651,
18.5,1.853346859518609e+29,0.09317983205221764,
18.5,1.9014090054441904e+29,0.09559622953465008,
18.4,1.9500840523963967e+29,0.09804344154833568,
18.4,1.9995964390986443e+29,0.1005327520914351,
18.3,2.0497003609546052e+29,0.10305180296403242,
18.2,2.1005006265771225e+29,0.10560586357853807,
18.2,2.1521920631520427e+29,0.10820472916802627,
18.1,2.2044706914226643e+29,0.11083311671305501,
18.1,2.2575844294641397e+29,0.11350349067190244,
18.0,2.311343911304066e+29,0.11620633038230598,
18.0,2.3658904284369046e+29,0.11894873948903491,
17.9,2.4211285648586404e+29,0.12172592080737256,
17.9,2.4771273559007926e+29,0.12454134519360444,
17.8,2.533811752549034e+29,0.12739123944439587,
17.8,2.5912694035384095e+29,0.13028001023320307,
17.7,2.649429779677e+29,0.13320411159763698,
17.7,2.708341922341643e+29,0.1361660091675034,
17.6,2.7679536374095478e+29,0.13916307880389883,
17.6,2.8283070694100162e+29,0.14219743938713,
17.5,2.8894039703062178e+29,0.14526917899980982,
17.5,2.9512320709688175e+29,0.14837768079280128,
17.4,3.013741768912741e+29,0.15152045092572855,
17.4,3.0770603203112774e+29,0.1547038873962432,
17.3,3.1409966856290165e+29,0.15791838540115719,
17.3,3.205788211863657e+29,0.16117587792175248,
17.2,3.2711338536364045e+29,0.1644612294437609,
17.2,3.3374052751566626e+29,0.1677931259505612,
17.2,3.4042687639069326e+29,0.17115478953780455,
17.1,3.471891285016291e+29,0.1745546146312866,
17.1,3.5401851884061295e+29,0.17798819449000147,
17.0,3.6092005836262775e+29,0.18145804844777663,
17.0,3.679005739660358e+29,0.18496760883159163,
16.9,3.749337733142362e+29,0.18850365676934952,
16.9,3.820626777912085e+29,0.19208782191614301,
16.9,3.892417739683608e+29,0.19569722170354992,
16.8,3.965007455302932e+29,0.19934678005545156,
16.8,4.038334109484704e+29,0.2030333891143642,
16.7,4.11213474207522e+29,0.20674382815863349,
16.7,4.186951135286891e+29,0.21050533611296585,
16.7,4.2621913515852175e+29,0.21428815241755741,
16.6,4.338231831442174e+29,0.21811120318965174,
16.6,4.415013868131482e+29,0.22197153685930024,
16.5,4.4921652443473915e+29,0.22585043963536405,
16.5,4.5704098430044164e+29,0.22978430583229845,
16.5,4.649153408443688e+29,0.23374325834307128,
16.4,4.728397803281229e+29,0.2377273908135359,
16.4,4.808576215355167e+29,0.24175848242107423,
