Radius,Mass,SolarMass,Comments
20.8,2.0447629239039287e+28,0.010280356580713567,
20.6,2.13064469918517e+28,0.010712140267396529,m_chi = 1500 MeV
20.4,2.2180585661369023e+28,0.01115162677796331,
20.2,2.3069145197406227e+28,0.011598363598494834,m_mu = 8 MeV
20.0,2.3973198113139114e+28,0.012052889951301715,
19.9,2.491173781896361e+28,0.01252475506232459,alpha = 0.0001
19.7,2.5845515848778553e+28,0.012994226168315007,
19.5,2.6794554898164883e+28,0.013471369983994409,
19.3,2.7758876403674172e+28,0.013956197286915118,
19.2,2.8757102629140314e+28,0.01445807070343907,
19.0,2.9751959133178214e+28,0.014958249941266068,
18.8,3.0762383204813743e+28,0.015466256010464424,
18.7,3.1805903227374092e+28,0.015990901572334886,
18.5,3.2846965510333775e+28,0.01651431146824222,
18.4,3.3920894197271343e+28,0.017054245448602987,
18.3,3.501028328583847e+28,0.017601952381014814,
18.1,3.6097882764394168e+28,0.01814875955977585,
18.0,3.7217702621293525e+28,0.018711766023777537,
17.8,3.833729357804994e+28,0.0192746574047511,
17.7,3.9488428918162537e+28,0.019853408204204392,
17.6,4.065501450137804e+28,0.02043992684835497,
17.5,4.1836659114595476e+28,0.0210340166488665,
17.3,4.301886870136014e+28,0.021628390498421385,
17.2,4.423280105435445e+28,0.022238713451158597,
17.1,4.546185873992418e+28,0.022856640894883953,
17.0,4.67067723532719e+28,0.02348254014744691,
16.9,4.796734448534487e+28,0.024116311958443874,
16.8,4.924356519255093e+28,0.024757951328582665,
16.7,5.05353002659346e+28,0.02540739078226978,
16.5,5.182933697959864e+28,0.026057987420612685,
16.4,5.315355894815692e+28,0.026723760154930574,
16.3,5.449345055528131e+28,0.027397411038351586,
16.2,5.584898503070707e+28,0.028078926611717982,
16.1,5.722080830282387e+28,0.028768631625351364,
16.0,5.860843812253906e+28,0.029466283621186053,
16.0,6.002454362310414e+28,0.030178252198644614,
15.9,6.1443953845381255e+28,0.030891882275204247,
15.8,6.287951396995399e+28,0.031613631960761175,
15.7,6.433145243953295e+28,0.032343616108362463,
15.6,6.580003657374427e+28,0.03308196911701572,
15.5,6.728386642570912e+28,0.03382798714213631,
