Radius,Mass,SolarMass,Comments
19.4,2.0053299422142796e+28,0.010082101268045648,
19.3,2.1948378189635525e+28,0.011034880939987694,m_chi = 2 GeV
19.2,2.395693231829339e+28,0.012044712075562286,
19.2,2.613942337957452e+28,0.013141992649358732,m_mu = 8 MeV
19.1,2.8382409891654384e+28,0.01426968823109823,
19.0,3.074607605204065e+28,0.015458057341398011,alpha = 0.001
18.9,3.3233537201848446e+28,0.016708666265383833,
18.8,3.584783363465391e+28,0.01802304355688985,
18.7,3.8590876976345314e+28,0.01940215031490463,
18.6,4.146661134765223e+28,0.020847969506109718,
18.6,4.453095521120883e+28,0.022388614988038624,
18.5,4.767771528473429e+28,0.023970696472968466,
18.4,5.096464675982937e+28,0.025623251261854885,
18.3,5.439422906825586e+28,0.027347525926724913,
18.3,5.802270550634423e+28,0.029171797640193172,
18.2,6.1744154763838325e+28,0.031042812852608508,
18.1,6.561791912998253e+28,0.03299040680240449,
18.1,6.969424272711514e+28,0.03503984048623184,
18.0,7.387662663277499e+28,0.03714259760320512,
17.9,7.821442350215579e+28,0.039323490951310096,
17.9,8.276413203499328e+28,0.04161092611110773,
17.8,8.742476330539451e+28,0.04395412936420035,
17.7,9.225031377183998e+28,0.046380248251302145,
17.7,9.729153281195295e+28,0.048914797793842606,
17.6,1.0245368258496503e+29,0.05151014710154099,
17.6,1.078328143171302e+29,0.054214587389205725,
17.5,1.133381840857872e+29,0.056982495769626544,
17.4,1.1901658480318715e+29,0.05983739809109459,
17.4,1.249234223544807e+29,0.06280715050501795,
17.3,1.3095468960130124e+29,0.06583946184077487,
17.3,1.3721965899442653e+29,0.0689892704848801,
17.2,1.4361150402249594e+29,0.07220286778406029,
17.2,1.502427694703909e+29,0.07553683734056857,
17.1,1.5700443504191073e+29,0.07893636754243877,
17.1,1.6400577935585937e+29,0.08245639987725457,
17.0,1.7114337942270374e+29,0.08604493686410443,
17.0,1.7851576304873712e+29,0.08975151485607698,
16.9,1.8603662256604707e+29,0.09353274136050631,
16.9,1.9378402477383204e+29,0.09742786564797991,
16.9,2.0173707373852558e+29,0.10142638197009832,
16.8,2.098285027253476e+29,0.10549447095291482,
16.8,2.1816260774885203e+29,0.10968456900394771,
16.7,2.2664821672039233e+29,0.1139508379690258,
16.7,2.353614749199681e+29,0.1183315610457356,
16.6,2.442466031913545e+29,0.12279869441495952,
16.6,2.5335730428846407e+29,0.12737923795297337,
16.6,2.6266672121811365e+29,0.1320596888979958,
16.5,2.721372678563185e+29,0.13682115025455932,
16.5,2.8183261525798434e+29,0.14169563361386844,
16.4,2.9169782312331253e+29,0.14665551690463172,
16.4,3.018021839377965e+29,0.151735637977776,
16.4,3.1208187125012644e+29,0.15690390711419125,
16.3,3.225485896404024e+29,0.16216620896953363,
16.3,3.332387692768438e+29,0.167540859364929,
16.3,3.441146290973713e+29,0.17300886329681814,
16.2,3.5516946577530446e+29,0.1785668505657639,
16.2,3.6644407595891004e+29,0.1842353323071443,
16.1,3.778638911987503e+29,0.1899768180989192,
16.1,3.895446587524353e+29,0.1958495016352113,
16.1,4.013952511298702e+29,0.20180756718444953,
16.0,4.133977967901048e+29,0.2078420295576193,
16.0,4.256538833922348e+29,0.21400396349534176,
16.0,4.380783324286313e+29,0.22025054420745666,
15.9,4.506468744725329e+29,0.2265695698705545,
15.9,4.634690720953496e+29,0.23301612473371017,
15.9,4.7645177784621985e+29,0.23954337749935636,
15.8,4.8957591498709076e+29,0.24614173704730555,
15.8,5.029516843060869e+29,0.2528666084997923,
15.8,5.1647498051711214e+29,0.25966565134093117,
15.7,5.3014199669706935e+29,0.26653695158223695,
15.7,5.4405435836898485e+29,0.2735316030009979,
15.7,5.581078023464161e+29,0.2805971856945279,
15.6,5.7228888113313975e+29,0.28772693872958255,
15.6,5.867225207988373e+29,0.29498367058765074,
15.6,6.012858027132393e+29,0.3023055820579383,
15.5,6.159646888350413e+29,0.3096856153016799,
15.5,6.308914422962192e+29,0.3171902676200197,
15.5,6.459448222979347e+29,0.32475858335743324,
15.4,6.610952569405995e+29,0.3323756947916538,
15.4,6.764969578866578e+29,0.34011913418132617,
15.4,6.92012847255271e+29,0.34791998353708947,
15.3,7.076041822293622e+29,0.35575876431843245,
15.3,7.234598175276945e+29,0.3637304261074381,
15.3,7.394119673303753e+29,0.3717506120313601,
15.2,7.554149074901588e+29,0.37979633357976805,
15.2,7.716926317778154e+29,0.38798020702755925,
15.2,7.880474174510991e+29,0.3962028242589739,
15.1,8.04445213906177e+29,0.40444706581507134,
15.1,8.211015080690757e+29,0.41282127102517624,
15.1,8.378357173574231e+29,0.42123464924958426,
15.0,8.545843713715186e+29,0.4296552897795468,
15.0,8.716028251291899e+29,0.43821157623388124,
15.0,8.886698261387579e+29,0.44679227055744486,
14.9,9.057453361628262e+29,0.45537724291745907,
14.9,9.23080668061566e+29,0.4640928446765037,
14.9,9.404548639300362e+29,0.47282798588739877,
14.8,9.578152646950933e+29,0.48155619140024797,
14.8,9.754402138332132e+29,0.49041740263107747,
14.8,9.930690453402988e+29,0.49928056578195007,
14.7,1.0106904081561262e+30,0.5081399739347039,
14.7,1.0285563709368515e+30,0.5171223584398449,
14.7,1.0464109428019104e+30,0.5260990159888941,
14.6,1.0642521167049701e+30,0.5350689375087834,
14.6,1.0823219246005937e+30,0.5441538082456479,
14.6,1.1003572465337015e+30,0.5532213406403728,
14.5,1.118383603229454e+30,0.5622843656256682,
14.5,1.1366194296275066e+30,0.5714527046895458,
14.5,1.1547833753769004e+30,0.5805849046641027,
14.4,1.1729719665775835e+30,0.5897294955141194,
14.4,1.1913194192503606e+30,0.5989539563852994,
14.4,1.2095651292433793e+30,0.6081272645768624,
14.3,1.2278897301937711e+30,0.6173402363970694,
14.3,1.2463020595668594e+30,0.6265973150160177,
14.3,1.2645596812226742e+30,0.6357766119772117,
14.2,1.283010723836524e+30,0.6450531542667289,
14.2,1.3014515322098923e+30,0.6543245511361951,
14.1,1.3196703975606319e+30,0.6634843627755815,
14.1,1.3382084366158046e+30,0.6728046438490721,
14.1,1.3566358556143653e+30,0.6820693090067196,
14.0,1.3748730472989326e+30,0.6912383344891566,
14.0,1.3933730911792035e+30,0.70053951291061,
14.0,1.411721770927483e+30,0.7097645907126611,
13.9,1.429951342868619e+30,0.7189297852532021,
13.9,1.4483782804524707e+30,0.7281942083722829,
13.9,1.4665669003607658e+30,0.737338813655488,
13.8,1.4848002523456336e+30,0.7465059086705045,
13.8,1.503083268698334e+30,0.7556979732017767,
13.7,1.5209828460155426e+30,0.7646972579263662,
13.7,1.5392873344783562e+30,0.7739001178875596,
13.7,1.5573680723662957e+30,0.7829904838442914,
13.6,1.5751917143231782e+30,0.7919515909116028,
13.6,1.5932739546571835e+30,0.8010427122459444,
13.6,1.6111258504104516e+30,0.8100180243390908,
13.5,1.6288277783615553e+30,0.8189179378388914,
13.5,1.646682763297106e+30,0.8278948030654127,
13.5,1.6641480972925795e+30,0.8366757653557463,
13.4,1.681820660320696e+30,0.8455609151939145,
13.4,1.699364141365944e+30,0.854381167102033,
