Radius,Mass,SolarMass,Comments
30.3,2.05602340689208e+28,0.010336970371503669,
30.2,2.243644598084611e+28,0.011280264444869839,m_chi = 1500 MeV
30.0,2.436513211756874e+28,0.01224994073281485,
29.8,2.6394542122464875e+28,0.013270257477357906,m_mu = 8 MeV
29.6,2.8525746247064695e+28,0.014341752763732877,
29.4,3.0760812447331534e+28,0.015465466288251148,alpha = 0.001
29.2,3.3101604843513434e+28,0.016642335265718164,
29.0,3.555025337901986e+28,0.0178734305575766,
28.9,3.815020228674602e+28,0.01918059441264254,
28.7,4.081983075896206e+28,0.02052279072848771,
28.5,4.360349973210213e+28,0.021922322640574223,
28.4,4.654398651274497e+28,0.023400697090369516,
28.2,4.956188344673999e+28,0.02491799067206636,
28.0,5.270016575486215e+28,0.026495809831504347,
27.9,5.599970804889195e+28,0.02815470490140369,
27.7,5.93844640775685e+28,0.029856442472382352,
27.6,6.293490930072193e+28,0.03164148280579282,
27.4,6.657514950838416e+28,0.033471668933325364,
27.3,7.038388833240305e+28,0.03538657030286729,
27.1,7.42873337606304e+28,0.03734908685803438,
27.0,7.836224243884707e+28,0.03939780916985775,
26.9,8.257340448455808e+28,0.04151503493441834,
26.8,8.692239439605494e+28,0.04370155575467819,
26.6,9.13760009489198e+28,0.04594067418246345,
26.5,9.600723986081907e+28,0.04826909998030119,
26.4,1.007827331657887e+29,0.05067005186816928,
26.3,1.0570329775963383e+29,0.05314394055285763,
26.2,1.1077157614678342e+29,0.055692094593656816,
26.1,1.1598878317898433e+29,0.05831512477575883,
26.0,1.2135704534837532e+29,0.061014100225427505,
25.9,1.268775156332881e+29,0.06378960062005434,
25.8,1.325524277776805e+29,0.06664274900838638,
25.7,1.383825184018736e+29,0.06957391573749301,
25.6,1.443704048473365e+29,0.07258441671560406,
25.5,1.5051721727202463e+29,0.07567482014681982,
25.4,1.5682346074159376e+29,0.07884537996058007,
25.3,1.6329018201856438e+29,0.08209662243266182,
25.2,1.699213791026993e+29,0.08543055761825001,
25.1,1.7671781744030875e+29,0.08884757035711852,
25.0,1.8367907848529614e+29,0.09234745021885174,
24.9,1.9080751158088422e+29,0.09593137837148527,
24.9,1.981321228631811e+29,0.09961393809109155,
24.8,2.0559849727163148e+29,0.10336777137839691,
24.7,2.132349835503601e+29,0.10720713099565615,
24.6,2.2104066288315255e+29,0.11113155499404351,
24.5,2.2901811294557042e+29,0.11514233933915052,
24.5,2.372033340100378e+29,0.11925758371545389,
24.4,2.4552938843098894e+29,0.12344363420361434,
24.3,2.5402844578588244e+29,0.12771666454795497,
24.3,2.62738224376727e+29,0.132095638198455,
24.2,2.7159212613567152e+29,0.13654707196363575,
24.1,2.8062074416995287e+29,0.14108634699344036,
24.0,2.898328122942327e+29,0.14571785434601944,
24.0,2.9924868285627042e+29,0.15045182647374078,
23.9,3.0881317809581428e+29,0.15526052191845865,
23.8,3.185628243194975e+29,0.16016230483634866,
23.8,3.285146519007444e+29,0.1651657375066588,
23.7,3.386229760139921e+29,0.17024785118853297,
23.7,3.489374004775215e+29,0.17543358495601882,
23.6,3.594031269433071e+29,0.18069538810623784,
23.5,3.7005550010166235e+29,0.18605103071979,
23.5,3.809070695128533e+29,0.19150682227896093,
23.4,3.919236759637887e+29,0.19704558871985353,
23.4,4.031383897172774e+29,0.20268395662004896,
23.3,4.145148391777324e+29,0.20840363960670305,
23.2,4.2606907878207715e+29,0.21421270929214536,
23.2,4.3782978285940155e+29,0.22012558213142358,
23.1,4.4974731791034396e+29,0.22611730412787528,
23.1,4.6186644935941914e+29,0.2322103817794968,
23.0,4.741455685710301e+29,0.23838389571193064,
23.0,4.866200407910307e+29,0.24465562634038746,
22.9,4.992608244949357e+29,0.2510109725967499,
22.9,5.120909635054181e+29,0.25746152011333234,
22.8,5.2508978736095614e+29,0.2639968765012348,
22.8,5.382717623721376e+29,0.27062431491811845,
22.7,5.516252254291028e+29,0.27733797155812107,
22.7,5.651586289858962e+29,0.28414209602106394,
22.6,5.788624708821689e+29,0.29103191095131664,
22.6,5.927454593086264e+29,0.29801179452419624,
22.5,6.0679415563805814e+29,0.30507499026548923,
22.5,6.210223551938659e+29,0.3122284339838441,
22.4,6.35410833046805e+29,0.3194624600536978,
22.4,6.499814086387307e+29,0.3267880385312874,
22.3,6.647045879380148e+29,0.3341903408436474,
22.3,6.796139499843917e+29,0.3416862493636962,
22.2,6.946629122995228e+29,0.34925234404199235,
22.2,7.099057085256877e+29,0.3569158916670124,
22.1,7.252762040853485e+29,0.3646436420740817,
22.1,7.408471964474523e+29,0.37247219529786435,
22.0,7.56528603135646e+29,0.38035626100334136,
22.0,7.724243051927368e+29,0.3883480669646741,
22.0,7.884349256138416e+29,0.39639764988126774,
21.9,8.046219022838803e+29,0.40453589858415295,
21.9,8.209439571282275e+29,0.41274205989352813,
21.8,8.374261757587221e+29,0.4210287459822635,
21.8,8.540561288013567e+29,0.4293897077935428,
21.7,8.708177794563772e+29,0.4378168825823917,
21.7,8.877486978858356e+29,0.4463291593191732,
21.6,9.047837722128774e+29,0.4548938020175351,
21.6,9.220090272470748e+29,0.46355406095881085,
21.5,9.393037550713736e+29,0.4722492484018972,
21.5,9.568110759508911e+29,0.4810513202367476,
21.5,9.743941970528984e+29,0.48989150178627366,
21.4,9.921405567126015e+29,0.49881375400331895,
21.4,1.0100041633156346e+30,0.5077949539042909,
21.3,1.0279770166996674e+30,0.5168310792859061,
21.3,1.0461031701236199e+30,0.5259442785940773,
21.2,1.0642987304473659e+30,0.5350923732767048,
21.2,1.0826809599673747e+30,0.5443343187367393,
21.1,1.1010849346167078e+30,0.5535871968912558,
21.1,1.1197062818120162e+30,0.5629493623992037,
21.1,1.1383795615822612e+30,0.5723376377990251,
21.0,1.1571639166365909e+30,0.5817817579872251,
21.0,1.1760671888690277e+30,0.5912856655952878,
20.9,1.1950301394510309e+30,0.600819577401222,
20.9,1.2141527118721181e+30,0.6104337415143881,
20.8,1.2332782868448691e+30,0.6200494152060679,
20.8,1.2526084746151188e+30,0.629767961093574,
20.8,1.2719412722374302e+30,0.6394878191238964,
20.7,1.2914050129143205e+30,0.6492735107663753,
20.7,1.3109410940532356e+30,0.6590955726763376,
20.6,1.3305249766951381e+30,0.668941667518923,
20.6,1.3502442475365042e+30,0.6788558308378603,
20.5,1.3699460979062659e+30,0.6887612357497566,
20.5,1.3898250489980706e+30,0.6987556807431224,
20.5,1.40966204990525e+30,0.7087290346431623,
20.4,1.4296594942770652e+30,0.718783053935176,
20.4,1.449674659118839e+30,0.7288459824629658,
20.3,1.4697315877882627e+30,0.7389299083902778,
20.3,1.4898836196441321e+30,0.7490616488909663,
20.2,1.5100033052801847e+30,0.7591771268376997,
20.2,1.5302723104752605e+30,0.7693676774636804,
20.1,1.5504498772369484e+30,0.7795122560266206,
20.1,1.570828199628879e+30,0.7897577675358868,
20.1,1.5911491210525817e+30,0.7999744198353854,
20.0,1.61151760253363e+30,0.8102149836770386,
20.0,1.631934896110377e+30,0.8204800885421704,
19.9,1.652312855868463e+30,0.8307254177317561,
19.9,1.6728142035719985e+30,0.8410327820874803,
19.8,1.6931921974516735e+30,0.8512781284322138,
19.8,1.713749948661304e+30,0.8616138505084484,
19.8,1.734178664834813e+30,0.8718846982578244,
19.7,1.75472802722193e+30,0.8822162027259576,
19.7,1.7752337122067034e+30,0.8925257477157884,
19.6,1.795713315875498e+30,0.9028221799273493,
19.6,1.8162518147315762e+30,0.9131482225900333,
19.5,1.8366847241688825e+30,0.9234211785665573,
19.5,1.8572466436520462e+30,0.9337589963057044,
19.4,1.8776083458649813e+30,0.9439961517672102,
19.4,1.898171224609501e+30,0.9543344517895931,
19.4,1.9185801865255202e+30,0.9645953677855806,
19.3,1.9390180195026193e+30,0.9748707991466159,
19.3,1.959422110647858e+30,0.9851292662885158,
19.2,1.979747707943132e+30,0.9953482694535605,
19.2,2.0001378768724314e+30,1.0055997369896588,
19.1,2.0203424335632338e+30,1.0157578851499416,
19.1,2.040686636522262e+30,1.0259862425954056,
19.0,2.0607718199987847e+30,1.036084374056704,
