Radius,Mass,SolarMass,Comments
9.6,2.0152669123168634e+28,0.010132060896515149,
9.5,2.0712045375476266e+28,0.010413295814719087,m_chi = 2 GeV
9.4,2.127746568853797e+28,0.010697569476389125,
9.4,2.1862733751309387e+28,0.01099182189608315,m_mu = 14 MeV
9.3,2.244158681213638e+28,0.011282849075986113,
9.2,2.3026036667441885e+28,0.011576690129432823,alpha = 0.0001
9.2,2.36301472497388e+28,0.011880415912387532,
9.1,2.422882349610309e+28,0.012181409500303211,
9.0,2.4831899153316356e+28,0.012484614958932305,
9.0,2.5455989342119898e+28,0.012798385792921012,
8.9,2.607295932440271e+28,0.013108576834792714,
8.8,2.6695579789730984e+28,0.013421608742951726,
8.8,2.7338597634936177e+28,0.01374489574406042,
8.7,2.797338787177599e+28,0.014064046189932624,
8.6,2.8617838278196518e+28,0.014388053432979645,
8.6,2.9277392838034002e+28,0.014719654518870789,
8.5,2.9933490507447005e+28,0.015049517600526396,
8.5,3.060593442495366e+28,0.015387599007015414,
8.4,3.1275607999955883e+28,0.015724287581677165,
8.4,3.1960906662205313e+28,0.016068831906588893,
8.3,3.2641519110425423e+28,0.016411020166126406,
8.3,3.3339421906188363e+28,0.016761901410853878,
8.2,3.4035100841133637e+28,0.01711166457573335,
8.2,3.4742660462774303e+28,0.01746740093653811,
8.1,3.545153746662999e+28,0.017823799631287073,
8.1,3.617207206743404e+28,0.01818605936019811,
8.0,3.689360231571176e+28,0.01854881966601898,
8.0,3.7626919072557855e+28,0.018917505818279463,
7.9,3.8360132187567385e+28,0.019286139863030356,
7.9,3.9107828987339512e+28,0.019662055800572904,
7.8,3.985125654726878e+28,0.02003582531285509,
7.8,4.061310565653952e+28,0.02041885653923555,
7.8,4.137551675053963e+28,0.020802170311985738,
7.7,4.214135037181453e+28,0.021187204812375328,
7.7,4.291889112600986e+28,0.021578125251890325,
7.6,4.369378595486645e+28,0.021967715412200325,
7.6,4.448707282829939e+28,0.02236655245263921,
7.6,4.527824072321849e+28,0.022764324144403464,
7.5,4.6075785841109735e+28,0.023165302082005897,
7.5,4.688585321719853e+28,0.023572575775363765,
7.4,4.768856661377344e+28,0.02397615214367694,
