Radius,Mass,SolarMass,Comments
9.9,2.0055897641644224e+28,0.010083407562415396,
9.8,2.0646103240950062e+28,0.010380142403695355,m_chi = 2 GeV
9.7,2.1245523725737937e+28,0.010681510168797353,
9.6,2.1851924325157565e+28,0.010986387292688568,m_mu = 12 MeV
9.6,2.2480010138191107e+28,0.01130216698752695,
9.5,2.3102655114832302e+28,0.011615211219121317,alpha = 0.0001
9.4,2.373208816702311e+28,0.0119316682589357,
9.3,2.4368635474186207e+28,0.012251702098635598,
9.3,2.502860328981333e+28,0.012583510955160044,
9.2,2.5680925728578994e+28,0.012911475982191549,
9.1,2.6341347097977804e+28,0.01324351286977265,
9.1,2.702347404181258e+28,0.013586462565013864,
9.0,2.769823384167941e+28,0.013925708316580899,
9.0,2.839642363984445e+28,0.014276733856130944,
8.9,2.90868619695267e+28,0.014623862227011916,
8.8,2.9786809238251777e+28,0.014975771361614768,
8.8,3.0505929285193473e+28,0.015337319902058055,
8.7,3.1221382104834627e+28,0.015697024688202426,
8.7,3.195664374049949e+28,0.016066688657868016,
8.6,3.2686624858358374e+28,0.01643369776689712,
8.6,3.343719385893613e+28,0.016811057747076988,
8.5,3.4181535725494658e+28,0.0171852869409224,
8.5,3.494814178246826e+28,0.01757070979510722,
8.4,3.5709723460660025e+28,0.01795360656644546,
8.4,3.6489278629147666e+28,0.018345539783382436,
8.3,3.7267267085373834e+28,0.01873668531190238,
8.3,3.8062627226159587e+28,0.01913656471903448,
8.2,3.885554445246208e+28,0.0195352159137567,
8.2,3.966532913606299e+28,0.01994234747916691,
8.1,4.047465106459457e+28,0.020349246387428136,
8.1,4.129940891275947e+28,0.02076390593904448,
8.0,4.2124609083318105e+28,0.021178787874971395,
8.0,4.296691196242128e+28,0.021602268457728144,
7.9,4.380399969623928e+28,0.022023127046877464,
7.9,4.466419367798909e+28,0.02245560265358928,
7.9,4.552285713167294e+28,0.022887308764038678,
7.8,4.639086477886267e+28,0.023323712809885704,
7.8,4.726935546279607e+28,0.023765387361888417,
7.7,4.814463508360338e+28,0.024205447503068564,
7.7,4.904423548800832e+28,0.024657735288088647,
7.7,4.994248935796018e+28,0.025109346082433474,
7.6,5.084549434661671e+28,0.02556334557396516,
7.6,5.176581687651015e+28,0.02602605172273009,
7.6,5.268423475341766e+28,0.026487800278239142,
7.5,5.3613132738443e+28,0.02695481786749271,
7.5,5.455534977645556e+28,0.02742853181320038,
7.5,5.549527704232701e+28,0.02790109454113977,
7.4,5.644809660355593e+28,0.028380139066644508,
7.4,5.741421216325575e+28,0.028865868357594644,
7.4,5.837706132420075e+28,0.029349955416893284,
7.3,5.935140085064096e+28,0.029839819432197563,
7.3,6.0340299742445535e+28,0.030337003389867032,
7.3,6.132851046192854e+28,0.030833841358435664,
7.2,6.23223728597733e+28,0.03133352079425505,
7.2,6.333392553784085e+28,0.031842094287501684,
7.2,6.434705750017159e+28,0.03235146178993041,
7.1,6.535895050251839e+28,0.03286020638638431,
7.1,6.639570205066529e+28,0.03338144899480406,
7.1,6.7433046753488916e+28,0.03390298982075863,
7.1,6.846733633502631e+28,0.03442299463802227,
7.0,6.952118066509439e+28,0.034952830902511,
7.0,7.058600795554673e+28,0.03548818901736889,
7.0,7.165016048401741e+28,0.036023207885378286,
6.9,7.270972547395262e+28,0.03655592029861871,
6.9,7.379974901080257e+28,0.03710394620955383,
6.9,7.4892897009499235e+28,0.03765354299120122,
6.9,7.598486035341256e+28,0.038202544169639294,
6.8,7.707798794313542e+28,0.03875213069036471,
6.8,7.819633322219911e+28,0.039314395787933186,
6.8,7.931690202644276e+28,0.03987777879660269,
6.8,8.043640907784693e+28,0.04044062799288432,
6.7,8.155903860337758e+28,0.04100504706052165,
6.7,8.270822873163067e+28,0.04158281987512854,
6.7,8.38590994118625e+28,0.04216143761280165,
6.7,8.500703010566142e+28,0.04273857722758241,
6.6,8.615305658801352e+28,0.043314759471097794,
6.6,8.733262822589229e+28,0.043907807051730655,
6.6,8.851291574268897e+28,0.04450121455137706,
6.6,8.969453065607925e+28,0.04509528941984879,
6.6,9.086489907560859e+28,0.04568370994248797,
6.5,9.206963000084436e+28,0.046289406737478306,
6.5,9.328103418952912e+28,0.04689845861715893,
6.5,9.44934998758977e+28,0.04750804418094404,
